"dataset","arm","spec","erc50","erc50_lo","erc50_hi","nsec","max_rhat","divergent"
46,"B1","disp",4.43957295463224,3.99561565916902,4.92052669138407,1.81649290460077,1.00283769662418,0
46,"B2","disp",4.92052669138407,3.92162277659181,6.32639146035095,1.65050788702631,1.00299466947533,0
46,"B3","disp",4.34708185141074,3.92162277659181,4.84653380880686,1.91293151040323,1.00572138787918,0
46,"C","disp",4.66155160236385,4.19909608625633,5.14250533911568,1.66450480527752,1.0043638642131,0
46,"D","disp",4.70070474374278,4.16091150666481,5.34445815981353,1.64011938979384,1.00334979713046,0
46,"A","homosced",4.77254092622966,4.38407829269934,5.16100355975998,1.80402086870168,1.00187423774099,0
46,"B1","homosced",4.42107473398794,4.01411387981332,4.90202847073977,1.80941302879862,1.00184967109311,0
46,"B2","homosced",4.38407829269934,3.29222081916947,5.69791441396082,3.16973334143783,1.01059927000654,2
46,"B3","homosced",4.31008541012214,3.94012099723611,4.73554448494106,1.8728885910622,1.00318189158094,0
46,"C","homosced",4.71704626429676,4.32858363076644,5.12400711847138,1.69255427477575,1.00489668863315,0
46,"D","homosced",4.68471087005158,4.2888624961944,5.09655311759995,1.72734590040193,1.0042674296843,0
47,"A","disp",4.84653380880686,4.31008541012214,5.4199786487802,1.91960730877001,1.00308196619691,0
47,"B1","disp",5.30898932491439,4.21759430690063,5.5124697520017,4.75045358632718,1.73564637967195,200
47,"B2","disp",4.97602135331697,3.99561565916902,6.43738078421675,2.08064161122079,1.00152497854205,0
47,"B3","disp",5.36448398684729,4.36558007205504,5.5124697520017,4.92436731068511,1.4304316932585,682
47,"C","disp",4.77254092622966,4.23609252754493,5.36448398684729,2.02460495194401,1.00464781052305,0
47,"D","disp",4.75268483323917,4.19289925404721,5.60835707571831,2.0520204387001,1.00545539412824,0
47,"A","homosced",4.95752313267267,4.43957295463224,5.4939715313574,2.08602704116518,1.00526020134967,0
47,"B1","homosced",4.58755871978665,4.14360142432343,5.06897491205459,2.40799026717037,1.00309837991895,0
47,"B2","homosced",4.55056227849805,3.55165836370579,5.66045551715611,3.25840890602346,1.00421466559303,3
47,"B3","homosced",4.55056227849805,4.08810676239052,5.01301779460557,2.67705352866235,1.0049340774613,0
47,"C","homosced",4.77254092622966,4.31008541012214,5.27199288362579,2.1302093770461,1.00201656405261,0
47,"D","homosced",4.72069708585677,4.3128533067312,5.15273159894029,2.27127102869414,1.00298453023948,0
48,"A","disp",4.71704626429676,4.18059786561203,5.30898932491439,1.72282162007235,1.00416551380848,0
48,"B1","disp",4.55056227849805,4.06960854174622,5.17950178040428,1.79544661617646,1.00748004155566,0
48,"B2","disp",4.68004982300816,3.7181423495045,6.01238416491394,1.7457263336203,1.00542406351292,0
48,"B3","disp",4.43957295463224,3.97711743852472,4.99451957396127,1.8202134724875,1.00107716215454,0
48,"C","disp",4.68004982300816,4.05111032110192,5.30898932491439,1.72090573484971,1.00593098086916,0
48,"D","disp",4.67271546478318,4.05695132767202,5.55237851779912,1.72306679067571,1.00661054751367,0
48,"A","homosced",4.80953736751826,4.27308896883353,5.4199786487802,1.95194014437809,1.0034956573936,0
48,"B1","homosced",4.55056227849805,4.06960854174622,5.08701067718278,1.82652649983752,1.00407888675595,0
48,"B2","homosced",4.43032384431009,3.40367259855139,5.5494661932903,3.11595140863945,1.0059834994832,4
48,"B3","homosced",4.43957295463224,4.01411387981332,4.93902491202837,1.87933517653696,1.00757139579606,0
48,"C","homosced",4.79103914687396,4.27308896883353,5.36448398684729,1.8028847592898,1.0038263827892,0
48,"D","homosced",4.64072771740078,4.17690538035601,5.12054392813675,1.87870413845473,1.0004813664514,0
49,"A","disp",4.68004982300816,4.19909608625633,5.16100355975998,1.7602801853897,1.00487662555665,0
49,"B1","disp",4.18059786561203,3.77363701143741,4.64305338171955,2.24525462623432,1.00679991781648,0
49,"B2","disp",4.75404270558536,3.86612811465891,6.06741637133073,1.98193458284267,1.00269053356377,0
49,"B3","disp",4.18059786561203,3.79213523208171,4.60605694043095,2.24933708370466,1.0017448785104,0
49,"C","disp",4.43957295463224,3.90312455594751,5.05001423589418,2.01744238417122,1.00567902821003,0
49,"D","disp",4.13292222770522,3.54514736955366,5.07256230706315,2.28599165325685,1.00571031734167,2
49,"A","homosced",4.90202847073977,4.43957295463224,5.38298220749159,1.88988655127729,1.00193482473233,0
49,"B1","homosced",4.19909608625633,3.81063345272601,4.64305338171955,2.26864076298692,1.00302502835655,0
49,"B2","homosced",4.01411387981332,3.20019217146407,5.16100355975998,2.85055028765685,1.00980909044275,8
49,"B3","homosced",4.19909608625633,3.82913167337031,4.58755871978665,2.25233390191947,1.00239367906924,0
49,"C","homosced",4.43957295463224,3.99561565916902,5.05001423589418,2.09810284711501,1.00511335582368,0
49,"D","homosced",3.98497889606163,3.55314430639926,4.64892457766752,2.60701228248876,1.01240111149297,2
50,"A","disp",4.86503202945117,4.42107473398794,5.38298220749159,1.78741176577325,1.0035063117636,0
50,"B1","disp",4.79103914687396,4.45807117527654,5.10550889782708,2.93969330856733,1.00384868765138,0
50,"B2","disp",5.4199786487802,4.31008541012214,7.12181494805589,1.55353125935626,1.00460044981291,0
50,"B3","disp",4.75404270558536,4.45807117527654,5.12400711847138,3.01330410450513,1.00285169890363,0
50,"C","disp",4.84653380880686,0.018498220644301,5.38298220749159,2.10678505461539,1.53158771049878,0
50,"D","disp",4.95260825437916,4.43260743599405,5.56837239149032,1.80631147415091,1.00579644935872,0
50,"A","homosced",4.97602135331697,4.43957295463224,5.5494661932903,2.2678489710288,1.00261464924349,0
50,"B1","homosced",4.69854804365246,4.27308896883353,5.14250533911568,2.4357836174432,1.00573828012848,0
50,"B2","homosced",4.55056227849805,3.49616370177289,5.71595017908901,3.33561821322729,1.02685002137102,5
50,"B3","homosced",4.66155160236385,4.25459074818923,5.05001423589418,2.71444201077524,1.00463775611167,0
50,"C","homosced",4.95752313267267,4.53206405785375,5.40148042813589,1.88599988116627,1.00289871706588,0
50,"D","homosced",4.94461131753356,4.48078898048879,5.40843365457833,1.93844763043261,1.00264614989318,0
